city_mpg,class,combination_mpg,cylinders,displacement,drive,fuel_type,highway_mpg,make,model,transmission,year
26,compact car,30,4.0,2.0,rwd,gas,36,bmw,330i,a,2020
22,compact car,25,6.0,3.0,awd,gas,30,bmw,m340i xdrive,a,2020
22,compact car,25,6.0,3.0,rwd,gas,30,bmw,m340i,a,2020
23,compact car,27,4.0,2.0,rwd,gas,34,bmw,430i coupe,a,2020
21,compact car,25,4.0,2.0,rwd,gas,33,bmw,430i coupe,m,2020
21,compact car,24,4.0,2.0,awd,gas,31,bmw,430i xdrive coupe,a,2020
23,compact car,27,4.0,2.0,rwd,gas,34,bmw,430i gran coupe,a,2020
21,compact car,24,4.0,2.0,awd,gas,31,bmw,430i xdrive gran coupe,a,2020
22,compact car,25,6.0,3.0,rwd,gas,30,bmw,440i coupe,a,2020
19,compact car,22,6.0,3.0,rwd,gas,27,bmw,440i coupe,m,2020
22,compact car,25,6.0,3.0,awd,gas,30,bmw,440i xdrive coupe,a,2020
18,compact car,21,6.0,3.0,awd,gas,28,bmw,440i xdrive coupe,m,2020
22,compact car,25,6.0,3.0,rwd,gas,30,bmw,440i gran coupe,a,2020
22,compact car,25,6.0,3.0,awd,gas,30,bmw,440i xdrive gran coupe,a,2020
18,compact car,20,6.0,3.0,rwd,gas,25,bmw,m4 coupe,m,2020
17,compact car,19,6.0,3.0,rwd,gas,23,bmw,m4 coupe,a,2020
17,compact car,19,6.0,3.0,rwd,gas,23,bmw,m4 cs,a,2020
18,compact car,20,6.0,3.0,rwd,gas,25,bmw,m4 coupe competition,m,2020
17,compact car,19,6.0,3.0,rwd,gas,23,bmw,m4 coupe competition,a,2020
22,large car,24,6.0,3.0,rwd,gas,29,bmw,740i,a,2020
20,large car,23,6.0,3.0,awd,gas,28,bmw,740i xdrive,a,2020
17,large car,20,8.0,4.4,awd,gas,25,bmw,750i xdrive,a,2020
13,large car,16,12.0,6.6,awd,gas,20,bmw,m760i xdrive,a,2020
19,large car,22,6.0,3.0,awd,gas,26,bmw,745e xdrive,a,2020
24,two seater,26,6.0,3.0,rwd,gas,31,bmw,z4 m40i,a,2020
24,two seater,27,4.0,2.0,rwd,gas,32,bmw,z4 sdrive30i,a,2020
17,large car,19,8.0,4.4,awd,gas,24,bmw,750i xdrive,a,2021
17,large car,19,8.0,4.4,awd,gas,24,bmw,alpina b7,a,2021
25,compact car,28,4.0,2.0,rwd,gas,33,bmw,330e,a,2021
22,compact car,25,4.0,2.0,awd,gas,30,bmw,330e xdrive,a,2021
13,large car,16,12.0,6.6,awd,gas,20,bmw,m760i xdrive,a,2021
14,small sport utility vehicle,16,6.0,3.0,awd,gas,19,bmw,x3 m,a,2021
14,small sport utility vehicle,16,6.0,3.0,awd,gas,19,bmw,x3 m competition,a,2021
14,small sport utility vehicle,16,6.0,3.0,awd,gas,19,bmw,x4 m,a,2021
14,small sport utility vehicle,16,6.0,3.0,awd,gas,19,bmw,x4 m competition,a,2021
19,large car,22,6.0,3.0,awd,gas,26,bmw,745e xdrive,a,2021
20,large car,23,6.0,3.0,awd,gas,27,bmw,740i xdrive,a,2021
22,large car,25,6.0,3.0,rwd,gas,29,bmw,740i,a,2021
19,standard sport utility vehicle,20,6.0,3.0,awd,gas,22,bmw,x5 xdrive45e,a,2021
21,subcompact car,24,4.0,2.0,awd,gas,30,bmw,230i xdrive coupe,a,2021
23,compact car,27,4.0,2.0,awd,gas,33,bmw,228i xdrive gran coupe,a,2021
23,compact car,26,4.0,2.0,awd,gas,32,bmw,m235i xdrive gran coupe,a,2021
25,small sport utility vehicle,27,4.0,2.0,rwd,gas,29,bmw,x3 sdrive30i,a,2021
21,standard sport utility vehicle,23,6.0,3.0,rwd,gas,26,bmw,x5 sdrive40i,a,2021
21,standard sport utility vehicle,23,6.0,3.0,rwd,gas,26,bmw,x6 sdrive40i,a,2021
21,standard sport utility vehicle,23,6.0,3.0,awd,gas,25,bmw,x5 xdrive40i,a,2021
16,standard sport utility vehicle,18,8.0,4.4,awd,gas,22,bmw,x5 m50i,a,2021
13,standard sport utility vehicle,15,8.0,4.4,awd,gas,18,bmw,x5 m,a,2021
13,standard sport utility vehicle,15,8.0,4.4,awd,gas,18,bmw,x5 m competition,a,2021
21,standard sport utility vehicle,23,6.0,3.0,awd,gas,25,bmw,x6 xdrive40i,a,2021
16,standard sport utility vehicle,18,8.0,4.4,awd,gas,22,bmw,x6 m50i,a,2021
13,standard sport utility vehicle,15,8.0,4.4,awd,gas,18,bmw,x6 m,a,2021
13,standard sport utility vehicle,15,8.0,4.4,awd,gas,18,bmw,x6 m competition,a,2021
19,standard sport utility vehicle,21,6.0,3.0,awd,gas,24,bmw,x7 xdrive40i,a,2021
15,standard sport utility vehicle,17,8.0,4.4,awd,gas,21,bmw,x7 m50i,a,2021
15,standard sport utility vehicle,17,8.0,4.4,awd,gas,21,bmw,alpina xb7,a,2021
21,subcompact car,25,4.0,2.0,rwd,gas,32,bmw,230i coupe,m,2021
21,subcompact car,24,6.0,3.0,rwd,gas,30,bmw,m240i coupe,a,2021
19,subcompact car,21,6.0,3.0,rwd,gas,27,bmw,m240i coupe,m,2021
21,subcompact car,24,6.0,3.0,awd,gas,30,bmw,m240i xdrive coupe,a,2021
21,subcompact car,24,6.0,3.0,rwd,gas,30,bmw,m240i convertible,a,2021
19,subcompact car,21,6.0,3.0,rwd,gas,27,bmw,m240i convertible,m,2021
21,subcompact car,24,6.0,3.0,awd,gas,30,bmw,m240i xdrive convertible,a,2021
18,subcompact car,20,6.0,3.0,rwd,gas,24,bmw,m2 competition coupe,m,2021
25,midsize car,28,4.0,2.0,rwd,gas,33,bmw,530i,a,2021
17,midsize car,20,8.0,4.4,awd,gas,25,bmw,m550i xdrive,a,2021
23,large car,26,4.0,2.0,awd,gas,31,bmw,x1 xdrive28i,a,2021
24,large car,27,4.0,2.0,fwd,gas,33,bmw,x1 sdrive28i,a,2021
23,small sport utility vehicle,25,4.0,2.0,awd,gas,29,bmw,x3 xdrive30i,a,2021
21,small sport utility vehicle,23,6.0,3.0,awd,gas,27,bmw,x3 m40i,a,2021
23,small sport utility vehicle,25,4.0,2.0,awd,gas,29,bmw,x4 xdrive30i,a,2021
21,small sport utility vehicle,23,6.0,3.0,awd,gas,27,bmw,x4 m40i,a,2021
22,two seater,25,6.0,3.0,rwd,gas,30,bmw,z4 m40i,a,2021
23,subcompact car,27,4.0,2.0,rwd,gas,33,bmw,230i convertible,a,2021
16,subcompact car,19,6.0,3.0,rwd,gas,23,bmw,m2 competition coupe,a,2021
23,subcompact car,25,6.0,3.0,rwd,gas,30,bmw,840i coupe,a,2021
15,subcompact car,17,8.0,4.4,awd,gas,21,bmw,m8 competition coupe,a,2022
15,subcompact car,17,8.0,4.4,awd,gas,21,bmw,m8 competition convertible,a,2022
24,midsize car,27,4.0,2.0,awd,gas,31,bmw,x2 xdrive28i,a,2022
23,midsize car,26,4.0,2.0,awd,gas,30,bmw,x2 m35i,a,2022
15,midsize car,17,8.0,4.4,awd,gas,21,bmw,m5 cs sedan,a,2022
15,midsize car,17,8.0,4.4,awd,gas,21,bmw,m8 competition gran coupe,a,2022
17,subcompact car,20,8.0,4.4,awd,gas,25,bmw,m850i xdrive coupe,a,2022
17,subcompact car,19,8.0,4.4,awd,gas,24,bmw,m850i xdrive convertible,a,2022
17,midsize car,19,8.0,4.4,awd,gas,24,bmw,m850i xdrive gran coupe,a,2022
17,midsize car,19,8.0,4.4,awd,gas,24,bmw,alpina b8 gran coupe,a,2022
17,large car,19,8.0,4.4,awd,gas,24,bmw,750i xdrive sedan,a,2022
17,large car,19,8.0,4.4,awd,gas,24,bmw,alpina b7 xdrive,a,2022
23,subcompact car,25,6.0,3.0,rwd,gas,30,bmw,840i coupe,a,2022
20,subcompact car,23,6.0,3.0,awd,gas,27,bmw,840i xdrive coupe,a,2022
22,subcompact car,25,6.0,3.0,rwd,gas,29,bmw,840i convertible,a,2022
20,subcompact car,23,6.0,3.0,awd,gas,27,bmw,840i xdrive convertible,a,2022
24,midsize car,27,4.0,2.0,fwd,gas,32,bmw,x2 sdrive28i,a,2022
22,midsize car,25,6.0,3.0,rwd,gas,29,bmw,840i gran coupe,a,2022
20,midsize car,23,6.0,3.0,awd,gas,27,bmw,840i xdrive gran coupe,a,2022
22,large car,25,6.0,3.0,rwd,gas,29,bmw,740i sedan,a,2022
20,large car,23,6.0,3.0,awd,gas,27,bmw,740i xdrive sedan,a,2022
13,large car,16,12.0,6.6,awd,gas,20,bmw,m760i xdrive sedan,a,2022
25,two seater,28,4.0,2.0,rwd,gas,32,bmw,z4 sdrive30i,a,2022
22,two seater,25,6.0,3.0,rwd,gas,29,bmw,z4 m40i,a,2022
23,subcompact car,27,4.0,2.0,awd,gas,33,bmw,430i xdrive coupe,a,2022
23,subcompact car,27,4.0,2.0,awd,gas,33,bmw,430i xdrive convertible,a,2022
25,subcompact car,28,6.0,3.0,rwd,gas,34,bmw,m440i coupe,a,2022
23,subcompact car,26,6.0,3.0,rwd,gas,31,bmw,m440i convertible,a,2022
16,subcompact car,19,6.0,3.0,rwd,gas,23,bmw,m4 coupe,m,2022
16,subcompact car,19,6.0,3.0,rwd,gas,23,bmw,m4 competition coupe,a,2022
16,subcompact car,18,6.0,3.0,awd,gas,23,bmw,m4 competition m xdrive convertible,a,2022
23,compact car,27,4.0,2.0,awd,gas,33,bmw,228i xdrive gran coupe,a,2022
24,compact car,28,4.0,2.0,fwd,gas,34,bmw,228i gran coupe,a,2022
26,compact car,30,4.0,2.0,rwd,gas,36,bmw,330i sedan,a,2022
25,compact car,28,4.0,2.0,awd,gas,34,bmw,330i xdrive sedan,a,2022
16,compact car,19,6.0,3.0,rwd,gas,23,bmw,m3 sedan,m,2022
16,compact car,19,6.0,3.0,rwd,gas,23,bmw,m3 competition sedan,a,2022
22,compact car,25,6.0,3.0,awd,gas,29,bmw,m440i xdrive gran coupe,a,2022
25,midsize car,28,4.0,2.0,rwd,gas,33,bmw,530i sedan,a,2022
22,midsize car,25,6.0,3.0,awd,gas,29,bmw,540i xdrive sedan,a,2022
17,midsize car,20,8.0,4.4,awd,gas,25,bmw,m550i xdrive sedan,a,2022
15,midsize car,17,8.0,4.4,awd,gas,21,bmw,m5 sedan,a,2022
15,midsize car,17,8.0,4.4,awd,gas,21,bmw,m5 competition sedan,a,2022
26,subcompact car,29,4.0,2.0,rwd,gas,35,bmw,230i coupe,a,2022
23,subcompact car,26,6.0,3.0,awd,gas,32,bmw,m240i xdrive coupe,a,2022
25,subcompact car,28,4.0,2.0,rwd,gas,34,bmw,430i coupe,a,2022
25,subcompact car,28,4.0,2.0,rwd,gas,34,bmw,430i convertible,a,2022
23,subcompact car,26,6.0,3.0,awd,gas,32,bmw,m440i xdrive coupe,a,2022
23,subcompact car,26,6.0,3.0,awd,gas,31,bmw,m440i xdrive convertible,a,2022
16,subcompact car,18,6.0,3.0,awd,gas,22,bmw,m4 competition m xdrive coupe,a,2022
17,subcompact car,19,8.0,4.4,awd,gas,24,bmw,m850i xdrive coupe,a,2023
17,subcompact car,19,8.0,4.4,awd,gas,24,bmw,m850i xdrive convertible,a,2023
15,subcompact car,17,8.0,4.4,awd,gas,22,bmw,m8 competition coupe,a,2023
15,subcompact car,17,8.0,4.4,awd,gas,22,bmw,m8 competition convertible,a,2023
24,midsize car,27,4.0,2.0,awd,gas,31,bmw,x2 m35i,a,2023
17,midsize car,19,8.0,4.4,awd,gas,24,bmw,m850i xdrive gran coupe,a,2023
17,midsize car,19,8.0,4.4,awd,gas,24,bmw,alpina b8 gran coupe,a,2023
15,midsize car,17,8.0,4.4,awd,gas,22,bmw,m8 competition gran coupe,a,2023
21,subcompact car,24,6.0,3.0,rwd,gas,29,bmw,840i coupe,a,2023
21,subcompact car,24,6.0,3.0,awd,gas,29,bmw,840i xdrive coupe,a,2023
21,subcompact car,24,6.0,3.0,rwd,gas,29,bmw,840i convertible,a,2023
21,subcompact car,24,6.0,3.0,awd,gas,29,bmw,840i xdrive convertible,a,2023
23,compact car,27,4.0,2.0,awd,gas,33,bmw,430i xdrive gran coupe,a,2023
24,midsize car,27,4.0,2.0,awd,gas,31,bmw,x2 xdrive28i,a,2023
24,midsize car,27,4.0,2.0,fwd,gas,32,bmw,x2 sdrive28i,a,2023
21,midsize car,24,6.0,3.0,rwd,gas,29,bmw,840i gran coupe,a,2023
21,midsize car,24,6.0,3.0,awd,gas,29,bmw,840i xdrive gran coupe,a,2023
76,standard sport utility vehicle,77,,,awd,electricity,80,bmw,ix m60 (21 inch wheels),a,2023
77,standard sport utility vehicle,78,,,awd,electricity,80,bmw,ix m60 (22 inch wheels),a,2023
26,subcompact car,29,4.0,2.0,rwd,gas,35,bmw,230i coupe,a,2023
24,subcompact car,28,4.0,2.0,awd,gas,34,bmw,230i xdrive coupe,a,2023
22,subcompact car,26,6.0,3.0,rwd,gas,32,bmw,m240i coupe,a,2023
23,subcompact car,26,6.0,3.0,awd,gas,32,bmw,m240i xdrive coupe,a,2023
23,subcompact car,27,4.0,2.0,awd,gas,33,bmw,430i xdrive coupe,a,2023
23,subcompact car,27,4.0,2.0,awd,gas,33,bmw,430i xdrive convertible,a,2023
24,subcompact car,27,6.0,3.0,rwd,gas,32,bmw,m440i coupe,a,2023
22,subcompact car,25,6.0,3.0,awd,gas,31,bmw,m440i xdrive coupe,a,2023
23,subcompact car,26,6.0,3.0,rwd,gas,31,bmw,m440i convertible,a,2023
22,subcompact car,25,6.0,3.0,awd,gas,31,bmw,m440i xdrive convertible,a,2023
16,subcompact car,19,6.0,3.0,rwd,gas,23,bmw,m4 coupe,m,2023
16,subcompact car,19,6.0,3.0,rwd,gas,23,bmw,m4 competition coupe,a,2023
16,subcompact car,18,6.0,3.0,awd,gas,22,bmw,m4 competition m xdrive coupe,a,2023
16,subcompact car,18,6.0,3.0,awd,gas,23,bmw,m4 competition m xdrive convertible,a,2023
23,compact car,27,4.0,2.0,awd,gas,33,bmw,228i xdrive gran coupe,a,2023
24,compact car,28,4.0,2.0,fwd,gas,34,bmw,228i gran coupe,a,2023
23,compact car,26,6.0,3.0,awd,gas,32,bmw,m340i xdrive sedan,a,2023
16,compact car,19,6.0,3.0,rwd,gas,23,bmw,m3 sedan,m,2023
16,compact car,19,6.0,3.0,rwd,gas,23,bmw,m3 competition sedan,a,2023
16,compact car,18,6.0,3.0,awd,gas,22,bmw,m3 competition m xdrive sedan,a,2023
24,compact car,27,6.0,3.0,rwd,gas,32,bmw,m440i gran coupe,a,2023
22,compact car,25,6.0,3.0,awd,gas,31,bmw,m440i xdrive gran coupe,a,2023
25,midsize car,28,4.0,2.0,rwd,gas,33,bmw,530i sedan,a,2023
23,midsize car,26,4.0,2.0,awd,gas,32,bmw,530i xdrive sedan,a,2023
22,midsize car,25,6.0,3.0,awd,gas,29,bmw,540i xdrive sedan,a,2023
17,midsize car,20,8.0,4.4,awd,gas,25,bmw,m550i xdrive sedan,a,2023
15,midsize car,17,8.0,4.4,awd,gas,21,bmw,m5 sedan,a,2023
15,midsize car,17,8.0,4.4,awd,gas,21,bmw,m5 competition sedan,a,2023
23,small sport utility vehicle,25,4.0,2.0,rwd,gas,29,bmw,x3 sdrive30i,a,2023
21,small sport utility vehicle,24,4.0,2.0,awd,gas,28,bmw,x3 xdrive30i,a,2023
21,small sport utility vehicle,23,6.0,3.0,awd,gas,26,bmw,x3 m40i,a,2023
17,two seater,20,8.0,4.7,rwd,gas,25,mercedes-benz,sl550,a,2013
22,two seater,26,4.0,1.8,rwd,gas,32,mercedes-benz,slk250,m,2013
16,two seater,19,8.0,5.5,rwd,gas,25,mercedes-benz,sl63 amg,a,2013
19,two seater,22,8.0,5.5,rwd,gas,28,mercedes-benz,slk55 amg,a,2013
19,subcompact car,22,6.0,3.5,4wd,gas,29,mercedes-benz,e350 4matic coupe,a,2013
19,subcompact car,23,6.0,3.5,rwd,gas,29,mercedes-benz,e350 coupe,a,2013
19,subcompact car,22,6.0,3.5,4wd,gas,27,mercedes-benz,e350 4matic coupe,a,2013
20,subcompact car,23,6.0,3.5,rwd,gas,28,mercedes-benz,e350 coupe,a,2013
19,subcompact car,22,6.0,3.5,rwd,gas,28,mercedes-benz,e350 convertible,a,2013
17,subcompact car,21,8.0,4.7,rwd,gas,27,mercedes-benz,e550 coupe,a,2013
16,subcompact car,19,8.0,4.7,rwd,gas,25,mercedes-benz,e550 convertible,a,2013
15,compact car,18,8.0,4.7,4wd,gas,24,mercedes-benz,cl550 4matic,a,2013
15,compact car,18,8.0,5.5,rwd,gas,22,mercedes-benz,cl63 amg,a,2013
17,compact car,20,8.0,4.7,rwd,gas,25,mercedes-benz,cls550,a,2013
16,compact car,19,8.0,4.7,4wd,gas,25,mercedes-benz,cls550 4matic,a,2013
16,compact car,19,8.0,5.5,rwd,gas,25,mercedes-benz,cls63 amg,a,2013
19,midsize car,22,6.0,3.5,4wd,gas,28,mercedes-benz,e350 4matic,a,2013
19,midsize car,23,6.0,3.5,rwd,gas,29,mercedes-benz,e350,a,2013
16,midsize car,20,8.0,4.7,4wd,gas,26,mercedes-benz,e550 4matic,a,2013
16,midsize car,19,8.0,5.5,rwd,gas,24,mercedes-benz,e63 amg,a,2013
15,large car,19,8.0,4.7,rwd,gas,25,mercedes-benz,s550,a,2013
15,large car,18,8.0,5.5,rwd,gas,23,mercedes-benz,s63 amg,a,2013
15,large car,18,8.0,4.7,4wd,gas,24,mercedes-benz,s550 4matic,a,2013
15,midsize station wagon,18,8.0,5.5,rwd,gas,23,mercedes-benz,e63 amg (wagon),a,2013
18,standard sport utility vehicle,20,6.0,3.5,4wd,gas,23,mercedes-benz,ml350 4matic,a,2013
23,two seater,26,4.0,1.8,rwd,gas,32,mercedes-benz,slk250,a,2013
21,two seater,24,6.0,3.5,rwd,gas,28,mercedes-benz,slk350,a,2013
13,two seater,15,8.0,6.2,rwd,gas,19,mercedes-benz,sls amg coupe,a,2013
13,two seater,15,8.0,6.2,rwd,gas,19,mercedes-benz,sls amg roadster,a,2013
21,subcompact car,25,4.0,1.8,rwd,gas,31,mercedes-benz,c250 coupe,a,2013
13,subcompact car,15,8.0,6.2,rwd,gas,19,mercedes-benz,c63 amg coupe,a,2013
13,subcompact car,16,8.0,6.2,rwd,gas,19,mercedes-benz,c63 amg black series coupe,a,2013
19,subcompact car,22,6.0,3.5,4wd,gas,27,mercedes-benz,c350 4matic coupe,a,2013
20,subcompact car,23,6.0,3.5,rwd,gas,28,mercedes-benz,c350 coupe,a,2013
20,subcompact car,23,6.0,3.5,rwd,gas,28,mercedes-benz,e350 coupe,a,2013
19,subcompact car,22,6.0,3.5,4wd,gas,27,mercedes-benz,e350 4matic coupe,a,2013
19,subcompact car,22,6.0,3.5,rwd,gas,28,mercedes-benz,e350 convertible,a,2013
19,compact car,22,6.0,3.5,4wd,gas,28,mercedes-benz,c300 4matic,a,2013
20,compact car,23,6.0,3.5,rwd,gas,28,mercedes-benz,c350,a,2013
22,compact car,25,4.0,1.8,rwd,gas,31,mercedes-benz,c250,a,2013
20,compact car,23,6.0,3.5,rwd,gas,28,mercedes-benz,c350,a,2013
13,compact car,15,8.0,6.2,rwd,gas,19,mercedes-benz,c63 amg,a,2013
12,compact car,14,12.0,5.5,rwd,gas,18,mercedes-benz,cl600,a,2013
20,midsize car,23,6.0,3.5,rwd,gas,29,mercedes-benz,e350,a,2013
19,midsize car,22,6.0,3.5,4wd,gas,28,mercedes-benz,e350 4matic,a,2013
19,large car,21,6.0,3.5,rwd,gas,25,mercedes-benz,s400 hybrid,a,2013
12,large car,14,12.0,5.5,rwd,gas,19,mercedes-benz,s600,a,2013
12,large car,15,12.0,6.0,rwd,gas,19,mercedes-benz,s65 amg,a,2013
19,midsize station wagon,22,6.0,3.5,4wd,gas,27,mercedes-benz,e350 4matic (wagon),a,2013
19,small sport utility vehicle,21,6.0,3.5,rwd,gas,25,mercedes-benz,glk350,a,2013
20,midsize car,22,6.0,3.5,4wd,gas,27,mercedes-benz,e350 4matic,a,2014
20,midsize car,24,6.0,3.5,rwd,gas,30,mercedes-benz,e350,a,2014
20,midsize car,23,6.0,3.5,rwd,gas,29,mercedes-benz,e350,a,2014
17,compact car,20,8.0,4.7,rwd,gas,25,mercedes-benz,cls550,a,2014
17,compact car,19,8.0,4.7,4wd,gas,24,mercedes-benz,cls550 4matic,a,2014
20,midsize car,23,6.0,3.5,4wd,gas,28,mercedes-benz,e350 4matic,a,2014
20,midsize car,23,6.0,3.5,rwd,gas,28,mercedes-benz,e350,a,2014
18,midsize car,21,8.0,4.7,4wd,gas,24,mercedes-benz,e550 4matic,a,2014
18,two seater,20,8.0,4.7,rwd,gas,24,mercedes-benz,sl550,a,2014
16,two seater,19,8.0,5.5,rwd,gas,25,mercedes-benz,sl63 amg,a,2014
19,two seater,22,8.0,5.5,rwd,gas,28,mercedes-benz,slk55 amg,a,2014
20,compact car,23,6.0,3.5,rwd,gas,29,mercedes-benz,c350,a,2014
19,compact car,22,6.0,3.5,4wd,gas,28,mercedes-benz,c300 4matic,a,2014
20,compact car,23,6.0,3.5,rwd,gas,28,mercedes-benz,c350,a,2014
15,compact car,18,8.0,4.7,4wd,gas,24,mercedes-benz,cl550 4matic,a,2014
15,compact car,18,8.0,5.5,rwd,gas,22,mercedes-benz,cl63 amg,a,2014
16,compact car,19,8.0,5.5,rwd,gas,25,mercedes-benz,cls63 amg,a,2014
16,compact car,19,8.0,5.5,rwd,gas,25,mercedes-benz,cls63 amg s,a,2014
20,midsize car,23,6.0,3.5,4wd,gas,27,mercedes-benz,e350 4matic,a,2014
16,midsize car,19,8.0,5.5,rwd,gas,24,mercedes-benz,e63 amg,a,2014
16,midsize car,19,8.0,5.5,rwd,gas,24,mercedes-benz,e63 amg s,a,2014
20,midsize station wagon,22,6.0,3.5,4wd,gas,26,mercedes-benz,e350 4matic (wagon),a,2014
20,subcompact car,23,6.0,3.5,4wd,gas,28,mercedes-benz,e350 4matic coupe,a,2014
20,subcompact car,23,6.0,3.5,4wd,gas,28,mercedes-benz,e350 4matic coupe,a,2014
20,subcompact car,23,6.0,3.5,rwd,gas,28,mercedes-benz,e350 coupe,a,2014
20,subcompact car,23,6.0,3.5,rwd,gas,28,mercedes-benz,e350 coupe,a,2014
20,subcompact car,23,6.0,3.5,4wd,gas,28,mercedes-benz,e350 4matic coupe,a,2014
17,subcompact car,20,8.0,4.7,rwd,gas,25,mercedes-benz,e550 convertible,a,2014
19,compact car,22,6.0,3.5,4wd,gas,26,mercedes-benz,c300 4matic,a,2014
16,compact car,18,8.0,5.5,4wd,gas,22,mercedes-benz,cls63 amg 4matic,a,2014
16,compact car,18,8.0,5.5,4wd,gas,22,mercedes-benz,cls63 amg s 4matic,a,2014
24,midsize car,26,6.0,3.5,rwd,gas,30,mercedes-benz,e400 hybrid,a,2014
15,midsize station wagon,17,8.0,5.5,4wd,gas,21,mercedes-benz,e63 amg 4matic (wagon),a,2014
16,midsize station wagon,18,8.0,5.5,4wd,gas,21,mercedes-benz,e63 amg s 4matic (wagon),a,2014
19,small sport utility vehicle,22,6.0,3.5,rwd,gas,26,mercedes-benz,glk350,a,2014
19,small sport utility vehicle,21,6.0,3.5,4wd,gas,25,mercedes-benz,glk350 4matic,a,2014
20,subcompact car,24,6.0,3.5,rwd,gas,30,mercedes-benz,e350 coupe,a,2014
20,subcompact car,23,6.0,3.5,rwd,gas,28,mercedes-benz,e350 convertible,a,2014
19,subcompact car,22,6.0,3.5,rwd,gas,28,mercedes-benz,e350 convertible,a,2014
20,compact car,23,6.0,3.5,rwd,gas,29,mercedes-benz,c350,a,2014
16,midsize car,19,8.0,5.5,4wd,gas,23,mercedes-benz,e63 amg 4matic,a,2014
15,midsize car,18,8.0,5.5,4wd,gas,22,mercedes-benz,e63 amg s 4matic,a,2014
18,standard sport utility vehicle,19,6.0,3.5,4wd,gas,22,mercedes-benz,ml350 4matic,a,2014
23,two seater,26,4.0,1.8,rwd,gas,32,mercedes-benz,slk250,a,2014
22,two seater,26,4.0,1.8,rwd,gas,32,mercedes-benz,slk250,m,2014
21,two seater,24,6.0,3.5,rwd,gas,28,mercedes-benz,slk350,a,2014
13,two seater,15,8.0,6.2,rwd,gas,19,mercedes-benz,sls amg coupe,a,2014
13,two seater,15,8.0,6.2,rwd,gas,19,mercedes-benz,sls amg roadster,a,2014
13,two seater,15,8.0,6.2,rwd,gas,19,mercedes-benz,sls amg gt coupe,a,2014
13,two seater,15,8.0,6.2,rwd,gas,19,mercedes-benz,sls amg gt roadster,a,2014
13,two seater,15,8.0,6.2,rwd,gas,19,mercedes-benz,sls amg gt coupe,a,2015
13,two seater,15,8.0,6.2,rwd,gas,19,mercedes-benz,sls amg gt roadster,a,2015
17,large car,20,8.0,4.7,rwd,gas,26,mercedes-benz,s550,a,2015
15,large car,18,8.0,5.5,4wd,gas,23,mercedes-benz,s63 amg 4matic,a,2015
16,large car,19,8.0,4.7,4wd,gas,26,mercedes-benz,s550 4matic,a,2015
13,large car,16,12.0,6.0,rwd,gas,21,mercedes-benz,s600,a,2015
13,large car,15,12.0,6.0,rwd,gas,20,mercedes-benz,s65 amg,a,2015
19,small sport utility vehicle,22,6.0,3.5,rwd,gas,26,mercedes-benz,glk350,a,2015
18,small sport utility vehicle,20,6.0,3.5,4wd,gas,24,mercedes-benz,glk350 4matic,a,2015
19,small sport utility vehicle,21,6.0,3.5,rwd,gas,25,mercedes-benz,glk350,a,2015
18,small sport utility vehicle,21,6.0,3.5,4wd,gas,25,mercedes-benz,glk350 4matic,a,2015
21,subcompact car,25,4.0,1.8,rwd,gas,31,mercedes-benz,c250 coupe,a,2015
13,subcompact car,15,8.0,6.2,rwd,gas,19,mercedes-benz,c63 amg coupe,a,2015
23,two seater,26,4.0,1.8,rwd,gas,32,mercedes-benz,slk250,a,2015
22,two seater,26,4.0,1.8,rwd,gas,32,mercedes-benz,slk250,m,2015
18,two seater,20,8.0,4.7,rwd,gas,24,mercedes-benz,sl550,a,2015
14,two seater,17,12.0,6.0,rwd,gas,21,mercedes-benz,sl65 amg,a,2015
21,two seater,24,6.0,3.5,rwd,gas,28,mercedes-benz,slk350,a,2015
19,subcompact car,22,6.0,3.5,4wd,gas,27,mercedes-benz,c350 4matic coupe,a,2015
20,subcompact car,23,6.0,3.5,rwd,gas,28,mercedes-benz,c350 coupe,a,2015
13,standard sport utility vehicle,15,8.0,4.7,4wd,gas,18,mercedes-benz,gl550 4matic,a,2015
18,standard sport utility vehicle,19,6.0,3.5,4wd,gas,22,mercedes-benz,ml350 4matic,a,2015
20,two seater,23,6.0,3.0,rwd,gas,27,mercedes-benz,sl400,a,2015
21,compact car,24,6.0,3.0,4wd,gas,28,mercedes-benz,c400 4matic,a,2015
18,standard sport utility vehicle,20,6.0,3.5,rwd,gas,23,mercedes-benz,ml350,a,2015
18,standard sport utility vehicle,19,6.0,3.5,4wd,gas,22,mercedes-benz,ml350 4matic,a,2015
18,standard sport utility vehicle,20,6.0,3.0,4wd,gas,22,mercedes-benz,ml400 4matic,a,2015
17,standard sport utility vehicle,19,6.0,3.0,4wd,gas,21,mercedes-benz,gl450 4matic,a,2015
24,compact car,27,4.0,2.0,4wd,gas,31,mercedes-benz,c300 4matic,a,2015
23,midsize station wagon,25,4.0,2.0,4wd,gas,29,mercedes-benz,gla45 amg 4matic,a,2015
24,small sport utility vehicle,27,4.0,2.0,4wd,gas,31,mercedes-benz,gla250 4matic,a,2015
24,small sport utility vehicle,27,4.0,2.0,4wd,gas,31,mercedes-benz,gla250 4matic,a,2015
16,two seater,19,8.0,5.5,rwd,gas,25,mercedes-benz,sl63 amg,a,2015
19,two seater,22,8.0,5.5,rwd,gas,28,mercedes-benz,slk55 amg,a,2015
